,date,year,month,day,time_of_day,damage_level,damage_level_sort,flight_phase,state,airport,operator,speed,aircraft_model,bird_size,species
2799,1994-09-11,1994,9,11,Day,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,140.0,C-141B,Medium,Unknown bird or bat
2800,1994-09-11,1994,9,11,Day,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,100.0,C-141B,Medium,Unknown bird or bat
2801,1994-09-11,1994,9,11,Dusk,None,1,Landing Roll,Utah,SALT LAKE CITY INTL,UNITED AIRLINES,,B-737,Medium,Unknown bird - medium
2802,1994-09-11,1994,9,11,Day,Substantial,4,Take-off run,New York,LAGUARDIA NY,NORTHWEST AIRLINES,100.0,B-757-200,Small,Rock pigeon
2803,1994-09-11,1994,9,11,Dusk,None,1,Climb,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,170.0,MD-88,Small,Mourning dove
2804,1994-09-12,1994,9,12,Night,None,1,Landing Roll,Nebraska,EPPLEY AIRFIELD,AMERICAN AIRLINES,120.0,MD-80,Medium,Unknown bird - medium
2805,1994-09-12,1994,9,12,Day,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,AMERICAN AIRLINES,180.0,MD-80,Small,Unknown bird - small
2806,1994-09-13,1994,9,13,Day,None,1,Landing Roll,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,L-1011,Medium,Unknown bird - medium
2807,1994-09-13,1994,9,13,Night,None,1,Approach,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,BUSINESS,110.0,PA-31 NAVAJO,Medium,Unknown bird - medium
2808,1994-09-13,1994,9,13,Night,None,1,Approach,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,170.0,FOKKER F100,Medium,Unknown bird - medium
2809,1994-09-13,1994,9,13,Day,None,1,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,PIEDMONT AIRLINES,100.0,DHC8 DASH 8,Small,Mourning dove
2810,1994-09-13,1994,9,13,Night,None,1,Take-off run,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,,MD-88,Small,Unknown bird - small
2811,1994-09-14,1994,9,14,Day,Substantial,4,Take-off run,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,150.0,B-737-300,Medium,Unknown bird - medium
2812,1994-09-14,1994,9,14,Night,None,1,Approach,New York,LAGUARDIA NY,DELTA AIR LINES,210.0,B-737-200,Medium,Unknown bird - medium
2813,1994-09-14,1994,9,14,Dusk,Medium,3,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,134.0,B-737-300,Small,Unknown bird - small
2814,1994-09-14,1994,9,14,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,180.0,MD-82,Small,Unknown bird - small
2815,1994-09-15,1994,9,15,Dusk,None,1,Climb,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,250.0,B-767-300,Medium,Unknown bird - medium
2816,1994-09-16,1994,9,16,Day,None,1,Landing Roll,Louisiana,NEW ORLEANS INTL,DELTA AIR LINES,,B-727,Medium,Unknown bird - medium
2817,1994-09-16,1994,9,16,Day,None,1,Take-off run,Massachusetts,LOGAN INTL,DELTA AIR LINES,,L-1011,Medium,Unknown bird - medium
2818,1994-09-16,1994,9,16,Day,None,1,Approach,Louisiana,NEW ORLEANS INTL,US AIRWAYS*,135.0,B-737-300,Small,Unknown bird - small
2819,1994-09-16,1994,9,16,Day,None,1,Climb,Nebraska,EPPLEY AIRFIELD,BUSINESS,200.0,CITATIONJET,Small,Unknown bird - small
2820,1994-09-17,1994,9,17,Day,None,1,Approach,Missouri,KANSAS CITY INTL,AMERICAN AIRLINES,145.0,MD-82,Large,Unknown bird - large
2821,1994-09-17,1994,9,17,Day,None,1,Approach,Ohio,CLEVELAND-HOPKINS INTL ARPT,CONTINENTAL AIRLINES,150.0,B-737,Medium,Unknown bird - medium
2822,1994-09-17,1994,9,17,Night,None,1,Approach,Texas,SAN ANTONIO INTL,US AIRWAYS*,210.0,B-737-400,Medium,Unknown bird - medium
2823,1994-09-18,1994,9,18,Day,None,1,Take-off run,New Jersey,NEWARK LIBERTY INTL ARPT,CONTINENTAL AIRLINES,100.0,A-320,Medium,Unknown bird - medium
2824,1994-09-18,1994,9,18,Dusk,None,1,Landing Roll,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,120.0,B-737-200,Medium,Unknown bird - medium
2825,1994-09-18,1994,9,18,Night,Medium,3,Approach,Pennsylvania,GREATER PITTSBURGH,AMERICAN AIRLINES,230.0,FOKKER F100,Medium,Unknown bird - medium
2826,1994-09-18,1994,9,18,Night,None,1,Descent,Texas,AUSTIN-BERGSTROM INTL,US AIRWAYS*,240.0,B-737-400,Medium,Unknown bird - medium
2827,1994-09-19,1994,9,19,Day,None,1,Landing Roll,Florida,FORT LAUDERDALE/HOLLYWOOD INTL,US AIRWAYS*,130.0,B-737-300,Medium,Unknown bird - medium
2828,1994-09-19,1994,9,19,Day,None,1,Climb,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,180.0,B-727,Small,Unknown bird - small
2829,1994-09-20,1994,9,20,Night,None,1,Approach,Illinois,CHICAGO MIDWAY INTL ARPT,US AIRWAYS*,200.0,DC-9-30,Medium,Unknown bird - medium
2830,1994-09-20,1994,9,20,Dusk,None,1,Climb,Washington,SEATTLE-TACOMA INTL,ALASKA AIRLINES,170.0,B-737-400,Small,Unknown bird - small
2831,1994-09-20,1994,9,20,Night,None,1,Descent,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,250.0,B-737-200,Small,Unknown bird - small
2832,1994-09-21,1994,9,21,Day,None,1,Landing Roll,Illinois,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,100.0,B-737,Large,Great blue heron
2833,1994-09-21,1994,9,21,Night,Minor,2,Approach,DC,WASHINGTON DULLES INTL ARPT,UNITED AIRLINES,,DC-10-10,Medium,Unknown bird - medium
2834,1994-09-21,1994,9,21,Night,Minor,2,Approach,Massachusetts,LOGAN INTL,US AIRWAYS*,140.0,B-737-300,Small,Unknown bird - small
2835,1994-09-22,1994,9,22,Dawn,None,1,Take-off run,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737-200,Medium,Unknown bird - medium
2836,1994-09-22,1994,9,22,Dusk,Minor,2,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
2837,1994-09-22,1994,9,22,Night,None,1,Approach,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,230.0,B-737-300,Medium,Unknown bird - medium
2838,1994-09-22,1994,9,22,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,200.0,KC-10A,Medium,Unknown bird or bat
2839,1994-09-22,1994,9,22,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,128.0,C-141B,Medium,Unknown bird or bat
2840,1994-09-22,1994,9,22,Day,None,1,Landing Roll,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,,B-767-200,Small,Mourning dove
2841,1994-09-23,1994,9,23,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,B-757-200,Medium,Unknown bird - medium
2842,1994-09-23,1994,9,23,Night,None,1,Landing Roll,Kentucky,LOUISVILLE INTL ARPT,US AIRWAYS*,100.0,MD-80,Medium,Unknown bird - medium
2843,1994-09-23,1994,9,23,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,ALOHA AIRLINES,140.0,B-737-200,Small,Pacific golden-plover
2844,1994-09-24,1994,9,24,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,122.0,C-17A,Medium,Unknown bird or bat
2845,1994-09-24,1994,9,24,Day,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,138.0,B-727-200,Small,Unknown bird - small
2846,1994-09-25,1994,9,25,Day,None,1,Climb,Hawaii,HONOLULU INTL ARPT,MILITARY,150.0,C-135B,Medium,Unknown bird - medium
2847,1994-09-25,1994,9,25,Night,None,1,Approach,Nebraska,EPPLEY AIRFIELD,AMERICAN AIRLINES,240.0,MD-82,Small,Unknown bird - small
2848,1994-09-25,1994,9,25,Night,None,1,Approach,Nebraska,EPPLEY AIRFIELD,BUSINESS,70.0,C-152,Small,Unknown bird - small
2849,1994-09-26,1994,9,26,Day,None,1,Approach,Missouri,KANSAS CITY INTL,BUSINESS,,DC-9,Medium,Unknown bird - medium
2850,1994-09-26,1994,9,26,Night,Minor,2,Climb,California,MINETA SAN JOSE INTL,AMERICAN AIRLINES,140.0,MD-80,Medium,Unknown bird - medium
2851,1994-09-26,1994,9,26,Day,None,1,Approach,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,PRIVATELY OWNED,,C-414,Small,European starling
2852,1994-09-26,1994,9,26,Day,None,1,Landing Roll,Illinois,CHICAGO O'HARE INTL ARPT,AIR CANADA,120.0,DC-9,Small,European starling
2853,1994-09-27,1994,9,27,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,145.0,KC-10A,Medium,Unknown bird or bat
2854,1994-09-27,1994,9,27,Day,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,190.0,DC-9-30,Medium,Unknown bird - medium
2855,1994-09-27,1994,9,27,Day,None,1,Climb,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,COMAIR AIRLINES,160.0,EMB-120,Small,Unknown bird - small
2856,1994-09-27,1994,9,27,Day,None,1,Landing Roll,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,COMAIR AIRLINES,,SAAB-340,Small,Unknown bird - small
2857,1994-09-27,1994,9,27,Day,None,1,Landing Roll,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,NORTHWEST AIRLINES,120.0,DC-9,Small,Unknown bird - small
2858,1994-09-28,1994,9,28,Day,Minor,2,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,140.0,FOKKER F100,Medium,Red-tailed hawk
2859,1994-09-28,1994,9,28,Day,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,130.0,B-757-200,Small,Unknown bird - small
2860,1994-09-28,1994,9,28,Day,None,1,Climb,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,200.0,FOKKER F100,Small,Unknown bird - small
2861,1994-09-28,1994,9,28,Day,None,1,Take-off run,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,100.0,FOKKER F100,Small,Unknown bird - small
2862,1994-09-28,1994,9,28,Dusk,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,127.0,FOKKER F100,Small,Unknown bird - small
2863,1994-09-28,1994,9,28,Night,None,1,Approach,California,LOS ANGELES INTL,UPS AIRLINES,180.0,B-757-200,Small,Unknown bird - small
2864,1994-09-29,1994,9,29,Dusk,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN EAGLE AIRLINES,,ATR-42,Medium,Unknown bird - medium
2865,1994-09-29,1994,9,29,Day,None,1,Climb,Tennessee,NASHVILLE INTL,SOUTHWEST AIRLINES,170.0,B-737-300,Small,Unknown bird - small
2866,1994-09-29,1994,9,29,Night,None,1,Approach,DC,WASHINGTON DULLES INTL ARPT,AMERICAN AIRLINES,170.0,B-727-200,Small,Unknown bird - small
2867,1994-09-30,1994,9,30,Night,None,1,Climb,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,140.0,DHC8 DASH 8,Medium,Unknown bird - medium
2868,1994-10-01,1994,10,1,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,HAWAIIAN AIR,122.0,DC-9-50,Small,Pacific golden-plover
2869,1994-10-01,1994,10,1,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,135.0,FOKKER F28 MK 4000,Small,Unknown bird - small
2870,1994-10-02,1994,10,2,Dusk,Medium,3,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,B-757-200,Medium,Unknown bird - medium
2871,1994-10-02,1994,10,2,Dusk,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN EAGLE AIRLINES,115.0,SHORTS 360,Small,Unknown bird - small
2872,1994-10-02,1994,10,2,Night,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,131.0,A-300,Small,Unknown bird - small
2873,1994-10-03,1994,10,3,Day,None,1,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,160.0,B-737-300,Small,Unknown bird - small
2874,1994-10-03,1994,10,3,Night,None,1,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,AMERICAN AIRLINES,250.0,FOKKER F100,Small,Unknown bird - small
2875,1994-10-04,1994,10,4,Night,None,1,Climb,Massachusetts,LOGAN INTL,FEDEX EXPRESS,130.0,B-727-100,Medium,Unknown bird - medium
2876,1994-10-04,1994,10,4,Day,None,1,Climb,Georgia,ATLANTA INTL,AMERICAN AIRLINES,180.0,MD-80,Small,Unknown bird - small
2877,1994-10-04,1994,10,4,Day,None,1,Landing Roll,Nebraska,EPPLEY AIRFIELD,COMAIR AIRLINES,100.0,CL-601/604,Small,Unknown bird - small
2878,1994-10-04,1994,10,4,Night,None,1,Approach,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,,MD-80,Small,Unknown bird - small
2879,1994-10-05,1994,10,5,Day,Minor,2,Climb,New York,LAGUARDIA NY,US AIRWAYS*,200.0,B-737-300,Large,Canada goose
2880,1994-10-05,1994,10,5,Day,None,1,Landing Roll,Louisiana,NEW ORLEANS INTL,MESA AIRLINES,,BE-1900,Medium,Unknown bird - medium
2881,1994-10-05,1994,10,5,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,190.0,C-17A,Medium,Unknown bird or bat
2882,1994-10-05,1994,10,5,Night,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
2883,1994-10-05,1994,10,5,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,129.0,MD-80,Small,Unknown bird - small
2884,1994-10-05,1994,10,5,Night,None,1,Approach,Texas,SAN ANTONIO INTL,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
2885,1994-10-06,1994,10,6,Day,None,1,Landing Roll,Louisiana,NEW ORLEANS INTL,CONTINENTAL AIRLINES,135.0,B-737-200,Small,Cattle egret
2886,1994-10-07,1994,10,7,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,ATR-72,Medium,Unknown bird - medium
2887,1994-10-07,1994,10,7,Day,None,1,Landing Roll,New Jersey,ATLANTIC CITY INTL,ALLEGHENYAIRLINES,,SHORTS 360,Small,American kestrel
2888,1994-10-08,1994,10,8,Day,Minor,2,Approach,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,B-737-200,Medium,Unknown bird - medium
2889,1994-10-08,1994,10,8,Day,None,1,Climb,Florida,FORT LAUDERDALE/HOLLYWOOD INTL,AMERICAN AIRLINES,140.0,B-727,Medium,Red-tailed hawk
2890,1994-10-08,1994,10,8,Dusk,None,1,Approach,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,B-737-300,Medium,Unknown bird - medium
2891,1994-10-08,1994,10,8,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,MD-80,Small,Unknown bird - small
2892,1994-10-09,1994,10,9,Day,Minor,2,Take-off run,California,MINETA SAN JOSE INTL,SOUTHWEST AIRLINES,160.0,B-737-300,Small,Unknown bird - small
2893,1994-10-10,1994,10,10,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,FEDEX EXPRESS,200.0,B-727,Large,Unknown bird - large
2894,1994-10-10,1994,10,10,Night,None,1,Approach,Georgia,ATLANTA INTL,US AIRWAYS*,140.0,B-737-200,Medium,Unknown bird - medium
2895,1994-10-10,1994,10,10,Night,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,AMERICAN AIRLINES,,B-757-200,Medium,Unknown bird - medium
2896,1994-10-10,1994,10,10,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,160.0,C-141B,Medium,Unknown bird or bat
2897,1994-10-10,1994,10,10,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,160.0,C-141B,Medium,Unknown bird or bat
2898,1994-10-10,1994,10,10,Night,None,1,Climb,Tennessee,NASHVILLE INTL,AMERICAN EAGLE AIRLINES,170.0,SAAB-340,Medium,Unknown bird - medium
2899,1994-10-10,1994,10,10,Dawn,None,1,Landing Roll,Georgia,ATLANTA INTL,DELTA AIR LINES,100.0,MD-88,Small,Unknown bird - small
2900,1994-10-10,1994,10,10,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
2901,1994-10-10,1994,10,10,Day,None,1,Climb,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,140.0,MD-11,Small,Unknown bird - small
2902,1994-10-10,1994,10,10,Day,None,1,Take-off run,Massachusetts,LOGAN INTL,AMERICAN AIRLINES,110.0,MD-80,Small,Unknown bird - small
2903,1994-10-11,1994,10,11,Night,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,CONTINENTAL AIRLINES,130.0,MD-82,Medium,Unknown bird - medium
2904,1994-10-13,1994,10,13,Night,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,TRANS WORLD AIRLINES,250.0,B-727,Medium,Unknown bird - medium
2905,1994-10-13,1994,10,13,Day,None,1,Take-off run,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,140.0,MD-82,Small,Unknown bird - small
2906,1994-10-14,1994,10,14,Night,None,1,Approach,New York,LAGUARDIA NY,AMERICAN AIRLINES,180.0,B-727-200,Medium,Unknown bird - medium
2907,1994-10-14,1994,10,14,Day,None,1,Approach,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,130.0,A-310,Small,European starling
2908,1994-10-15,1994,10,15,Day,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,127.0,C-17A,Medium,Unknown bird or bat
2909,1994-10-16,1994,10,16,Day,Medium,3,Landing Roll,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,140.0,B-737-300,Large,Canada goose
2910,1994-10-16,1994,10,16,Night,Minor,2,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,90.0,DC-9,Medium,Unknown bird - medium
2911,1994-10-16,1994,10,16,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,,C-17A,Medium,Unknown bird or bat
2912,1994-10-16,1994,10,16,Night,None,1,Climb,Georgia,ATLANTA INTL,AMERICAN AIRLINES,225.0,FOKKER F100,Medium,Unknown bird - medium
2913,1994-10-17,1994,10,17,Night,None,1,Approach,Texas,SAN ANTONIO INTL,US AIRWAYS*,160.0,B-737-400,Medium,Unknown bird - medium
2914,1994-10-18,1994,10,18,Day,Medium,3,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,,B-737-200,Large,Unknown bird - large
2915,1994-10-18,1994,10,18,Night,Medium,3,Take-off run,Illinois,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,120.0,B-727,Medium,Unknown bird - medium
2916,1994-10-18,1994,10,18,Day,None,1,Take-off run,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,COMAIR AIRLINES,,CL-RJ100/200,Small,Unknown bird - small
2917,1994-10-19,1994,10,19,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,140.0,MD-83,Medium,Unknown bird - medium
2918,1994-10-20,1994,10,20,Day,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,180.0,B-767-300,Medium,Unknown bird - medium
2919,1994-10-20,1994,10,20,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-727,Small,Unknown bird - small
2920,1994-10-20,1994,10,20,Dusk,None,1,Climb,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,180.0,MD-80,Small,Unknown bird - small
2921,1994-10-21,1994,10,21,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,ATLANTIC SOUTHEAST,,ATR-72,Medium,Unknown bird - medium
2922,1994-10-21,1994,10,21,Day,None,1,Climb,Pennsylvania,PHILADELPHIA INTL,BUSINESS,100.0,C-210 CENTUR,Small,European starling
2923,1994-10-21,1994,10,21,Dusk,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,100.0,B-737-300,Small,Unknown bird - small
2924,1994-10-21,1994,10,21,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
2925,1994-10-21,1994,10,21,Night,None,1,Climb,Texas,HOUSTON-HOBBY,AMERICAN AIRLINES,210.0,B-727-200,Small,Unknown bird - small
2926,1994-10-22,1994,10,22,Dawn,None,1,Descent,California,METRO OAKLAND INTL,UPS AIRLINES,250.0,DC-8-70,Medium,Unknown bird - medium
2927,1994-10-22,1994,10,22,Dusk,None,1,Approach,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,B-737,Medium,Unknown bird - medium
2928,1994-10-22,1994,10,22,Night,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,BUSINESS,170.0,B-727-200,Small,Unknown bird - small
2929,1994-10-22,1994,10,22,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
2930,1994-10-23,1994,10,23,Dusk,None,1,Take-off run,Oklahoma,WILL ROGERS WORLD ARPT,TRANS WORLD AIRLINES,,DC-9,Large,White-tailed deer
2931,1994-10-23,1994,10,23,Night,Substantial,4,Approach,Pennsylvania,GREATER PITTSBURGH,PSA AIRLINES,120.0,BA-31 JETSTR,Medium,Unknown bird - medium
2932,1994-10-23,1994,10,23,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,140.0,FOKKER F100,Small,Unknown bird - small
2933,1994-10-23,1994,10,23,Day,None,1,Landing Roll,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,140.0,B-737-300,Small,European starling
2934,1994-10-23,1994,10,23,Day,None,1,Take-off run,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,100.0,MD-82,Small,Unknown bird - small
2935,1994-10-23,1994,10,23,Night,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,170.0,B-767-300,Small,Unknown bird - small
2936,1994-10-24,1994,10,24,Day,Substantial,4,Take-off run,Oregon,PORTLAND INTL (OR),DELTA AIR LINES,140.0,B-757-200,Small,Rock pigeon
2937,1994-10-25,1994,10,25,Day,Substantial,4,Climb,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,165.0,B-737-300,Large,Unknown bird - large
2938,1994-10-25,1994,10,25,Night,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,AMERICAN AIRLINES,180.0,MD-80,Small,Unknown bird - small
2939,1994-10-25,1994,10,25,Night,None,1,Climb,Texas,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,160.0,B-727-200,Small,Unknown bird - small
2940,1994-10-26,1994,10,26,Night,None,1,Descent,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,250.0,MD-82,Large,Unknown bird - large
2941,1994-10-27,1994,10,27,Dawn,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,230.0,MD-83,Medium,Unknown bird - medium
2942,1994-10-27,1994,10,27,Dawn,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,125.0,C-141B,Medium,Unknown bird or bat
2943,1994-10-27,1994,10,27,Night,None,1,Climb,California,SAN FRANCISCO INTL ARPT,US AIRWAYS*,230.0,B-737-300,Medium,Unknown bird - medium
2944,1994-10-27,1994,10,27,Day,None,1,Landing Roll,Massachusetts,LOGAN INTL,AMERICAN AIRLINES,100.0,MD-82,Small,Unknown bird - small
2945,1994-10-27,1994,10,27,Day,None,1,Take-off run,Maryland,BALTIMORE WASH INTL,SOUTHWEST AIRLINES,100.0,B-737-200,Small,Rock pigeon
2946,1994-10-29,1994,10,29,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,,B-757-200,Medium,Unknown bird - medium
2947,1994-10-29,1994,10,29,Day,None,1,Approach,Florida,FORT LAUDERDALE/HOLLYWOOD INTL,DELTA AIR LINES,,B-767,Small,Unknown bird - small
2948,1994-10-30,1994,10,30,Dawn,None,1,Approach,Texas,SAN ANTONIO INTL,US AIRWAYS*,135.0,B-737-400,Medium,Unknown bird - medium
2949,1994-10-30,1994,10,30,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,170.0,B-727,Medium,Unknown bird - medium
2950,1994-10-30,1994,10,30,Day,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,AMERICAN AIRLINES,,FOKKER F100,Small,Unknown bird - small
2951,1994-10-31,1994,10,31,Day,None,1,Climb,Maryland,BALTIMORE WASH INTL,AMERICAN AIRLINES,140.0,FOKKER F100,Small,Unknown bird - small
2952,1994-10-31,1994,10,31,Night,None,1,Approach,Texas,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,133.0,FOKKER F100,Small,Unknown bird - small
2953,1994-11-01,1994,11,1,Night,None,1,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,,DC-9,Large,White-tailed deer
2954,1994-11-01,1994,11,1,Day,Substantial,4,Approach,Ohio,CLEVELAND-HOPKINS INTL ARPT,CONTINENTAL AIRLINES,,B-737-200,Medium,American crow
2955,1994-11-02,1994,11,2,Night,None,1,Climb,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,160.0,B-737-500,Medium,Unknown bird - medium
2956,1994-11-03,1994,11,3,Night,Minor,2,Landing Roll,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,,B-737,Large,White-tailed deer
2957,1994-11-03,1994,11,3,Day,None,1,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,140.0,MD-82,Small,Unknown bird - small
2958,1994-11-04,1994,11,4,Day,None,1,Approach,New Jersey,ATLANTIC CITY INTL,US AIRWAYS*,125.0,DC-9-30,Medium,Ring-billed gull
2959,1994-11-05,1994,11,5,Day,None,1,Climb,California,MINETA SAN JOSE INTL,AMERICA WEST AIRLINES,120.0,B-737,Small,Unknown bird - small
2960,1994-11-06,1994,11,6,Day,None,1,Climb,Oklahoma,WILL ROGERS WORLD ARPT,DELTA AIR LINES,130.0,B-737-200,Small,European starling
2961,1994-11-07,1994,11,7,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,200.0,C-141B,Medium,Unknown bird or bat
2962,1994-11-07,1994,11,7,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-83,Small,Mourning dove
