,date,year,month,day,time_of_day,damage_level,damage_level_sort,flight_phase,state,airport,operator,speed,aircraft_model,bird_size,species
5429,1998-03-01,1998,3,1,Dusk,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,135.0,MD-83,Small,Unknown bird - small
5430,1998-03-02,1998,3,2,Day,None,1,Approach,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,137.0,B-737-200,Small,Pacific golden-plover
5431,1998-03-04,1998,3,4,Day,None,1,Climb,Arizona,PHOENIX SKY HARBOR,SOUTHWEST AIRLINES,230.0,B-737-300,Medium,Unknown bird - medium
5432,1998-03-04,1998,3,4,Day,None,1,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,145.0,B-737-300,Small,Unknown bird - small
5433,1998-03-05,1998,3,5,Night,None,1,Approach,Arizona,PHOENIX SKY HARBOR,AMERICA WEST AIRLINES,137.0,B-737-300,Small,Unknown bird - small
5434,1998-03-06,1998,3,6,Day,None,1,Take-off run,Florida,ORLANDO INTL,COMAIR AIRLINES,,EMB-120,Medium,Mallard
5435,1998-03-06,1998,3,6,Night,Minor,2,Descent,New Jersey,TETERBORO AIRPORT,BUSINESS,110.0,MOONEY-20J,Medium,Unknown bird - medium
5436,1998-03-08,1998,3,8,Night,None,1,Approach,Utah,SALT LAKE CITY INTL,SKYWEST AIRLINES,145.0,CL-RJ100/200,Medium,Unknown bird - medium
5437,1998-03-08,1998,3,8,Night,None,1,Landing Roll,Hawaii,LIHUE ARPT,ALOHA AIRLINES,137.0,B-737-200,Small,Barn owl
5438,1998-03-09,1998,3,9,Night,Substantial,4,Descent,Colorado,DENVER INTL AIRPORT,BUSINESS,,MERLIN IV,Medium,Unknown bird - medium
5439,1998-03-09,1998,3,9,Night,None,1,Approach,Utah,SALT LAKE CITY INTL,SKYWEST AIRLINES,,CL-RJ100/200,Medium,Unknown bird - medium
5440,1998-03-09,1998,3,9,Night,None,1,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,140.0,MD-82,Small,Unknown bird - small
5441,1998-03-09,1998,3,9,Night,None,1,Climb,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737-200,Small,Unknown bird - small
5442,1998-03-10,1998,3,10,Night,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,AMERICA WEST AIRLINES,160.0,B-737-300,Large,Unknown bird - large
5443,1998-03-10,1998,3,10,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,110.0,FOKKER F100,Small,Unknown bird - small
5444,1998-03-11,1998,3,11,Day,None,1,Landing Roll,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,80.0,BA-31 JETSTR,Medium,Ring-billed gull
5445,1998-03-12,1998,3,12,Night,Minor,2,Climb,Utah,SALT LAKE CITY INTL,ABX AIR,,DC-8-62,Medium,Unknown bird - medium
5446,1998-03-12,1998,3,12,Day,None,1,Approach,Indiana,INDIANAPOLIS INTL,US AIRWAYS*,180.0,B-737-400,Small,European starling
5447,1998-03-12,1998,3,12,Day,None,1,Landing Roll,California,LOS ANGELES INTL,DELTA AIR LINES,140.0,L-1011,Small,American kestrel
5448,1998-03-12,1998,3,12,Night,None,1,Approach,Utah,SALT LAKE CITY INTL,SKYWEST AIRLINES,,EMB-120,Small,Unknown bird - small
5449,1998-03-13,1998,3,13,Night,Minor,2,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,170.0,B-737-300,Medium,Unknown bird - medium
5450,1998-03-13,1998,3,13,Day,None,1,Landing Roll,Indiana,INDIANAPOLIS INTL,SOUTHWEST AIRLINES,100.0,B-737-300,Small,Unknown bird - small
5451,1998-03-13,1998,3,13,Dusk,None,1,Take-off run,Texas,SAN ANTONIO INTL,DELTA AIR LINES,139.0,MD-88,Small,Unknown bird - small
5452,1998-03-15,1998,3,15,Night,Substantial,4,Descent,Oregon,PORTLAND INTL (OR),UNITED AIRLINES,,A-320,Large,Canada goose
5453,1998-03-16,1998,3,16,Dawn,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,AMERICAN AIRLINES,132.0,MD-82,Medium,Unknown bird - medium
5454,1998-03-16,1998,3,16,Night,None,1,Approach,Texas,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
5455,1998-03-17,1998,3,17,Day,None,1,Climb,Indiana,INDIANAPOLIS INTL,NORTHWEST AIRLINES,180.0,DC-9,Medium,Unknown bird - medium
5456,1998-03-17,1998,3,17,Day,None,1,Approach,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,COMAIR AIRLINES,130.0,CL-RJ100/200,Small,Unknown bird - small
5457,1998-03-18,1998,3,18,Day,None,1,Approach,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,135.0,B-737-300,Medium,Unknown bird - medium
5458,1998-03-18,1998,3,18,Day,None,1,Descent,Illinois,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,,B-727,Medium,Ring-billed gull
5459,1998-03-18,1998,3,18,Dusk,None,1,Approach,Oregon,PORTLAND INTL (OR),HORIZON AIR,,DHC8 DASH 8,Medium,Mallard
5460,1998-03-18,1998,3,18,Dusk,None,1,Climb,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,115.0,T-1A,Medium,Unknown bird or bat
5461,1998-03-18,1998,3,18,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,130.0,B-757-200,Medium,Unknown bird - medium
5462,1998-03-18,1998,3,18,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,FOKKER F100,Small,Unknown bird - small
5463,1998-03-19,1998,3,19,Day,None,1,Landing Roll,Kentucky,LOUISVILLE INTL ARPT,BUSINESS,,DA-10 FALCON,Small,Mourning dove
5464,1998-03-19,1998,3,19,Night,None,1,Climb,Oregon,PORTLAND INTL (OR),ALASKA AIRLINES,,MD-80,Small,Barn owl
5465,1998-03-21,1998,3,21,Day,None,1,Landing Roll,New Jersey,NEWARK LIBERTY INTL ARPT,CONTINENTAL AIRLINES,,B-757-200,Medium,Unknown bird - medium
5466,1998-03-21,1998,3,21,Day,None,1,Take-off run,DC,RONALD REAGAN WASHINGTON NATL,PIEDMONT AIRLINES,90.0,DHC8 DASH 8,Medium,Ring-billed gull
5467,1998-03-21,1998,3,21,Day,None,1,Climb,Utah,SALT LAKE CITY INTL,SKYWEST AIRLINES,,EMB-120,Small,Unknown bird - small
5468,1998-03-22,1998,3,22,Night,Minor,2,Landing Roll,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,,B-757-200,Large,White-tailed deer
5469,1998-03-22,1998,3,22,Night,None,1,Approach,Nebraska,EPPLEY AIRFIELD,SOUTHWEST AIRLINES,,B-737,Large,Unknown bird - large
5470,1998-03-22,1998,3,22,Night,None,1,Landing Roll,Washington,SEATTLE-TACOMA INTL,NORTHWEST AIRLINES,145.0,DC-10-30,Small,Killdeer
5471,1998-03-23,1998,3,23,Day,None,1,Climb,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,156.0,B-52H,Medium,Unknown bird or bat
5472,1998-03-23,1998,3,23,Day,None,1,Landing Roll,Oregon,PORTLAND INTL (OR),HORIZON AIR,,DHC8 DASH 8,Medium,Mallard
5473,1998-03-23,1998,3,23,Night,Medium,3,Approach,New York,JOHN F KENNEDY INTL,ATLANTIC COAST AIRLINES,210.0,BA-31 JETSTR,Medium,Unknown bird - medium
5474,1998-03-24,1998,3,24,Dusk,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,MILITARY,,C-130E,Medium,Unknown bird or bat
5475,1998-03-24,1998,3,24,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,163.0,B-52H,Medium,Unknown bird or bat
5476,1998-03-24,1998,3,24,Day,None,1,Climb,Hawaii,LIHUE ARPT,ALOHA AIRLINES,120.0,B-737-200,Small,Unknown bird - small
5477,1998-03-24,1998,3,24,Day,None,1,Take-off run,Oregon,PORTLAND INTL (OR),ALASKA AIRLINES,,MD-83,Small,Unknown bird - small
5478,1998-03-25,1998,3,25,Dawn,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,,B-757-200,Large,Canada goose
5479,1998-03-25,1998,3,25,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
5480,1998-03-25,1998,3,25,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,130.0,B-757-200,Medium,Unknown bird - medium
5481,1998-03-25,1998,3,25,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,200.0,B-737-300,Medium,Unknown bird - medium
5482,1998-03-27,1998,3,27,Day,Minor,2,Take-off run,Massachusetts,LOGAN INTL,UNITED AIRLINES,110.0,A-320,Medium,Unknown bird - medium
5483,1998-03-27,1998,3,27,Dawn,None,1,Climb,California,SACRAMENTO INTL,UNITED AIRLINES,160.0,B-737-300,Small,Rock pigeon
5484,1998-03-28,1998,3,28,Dawn,None,1,Climb,Texas,AUSTIN-BERGSTROM INTL,DELTA AIR LINES,160.0,B-727,Medium,Unknown bird - medium
5485,1998-03-28,1998,3,28,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,SAAB-340,Medium,Unknown bird - medium
5486,1998-03-29,1998,3,29,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,SAAB-340,Medium,Unknown bird - medium
5487,1998-03-31,1998,3,31,Day,Minor,2,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,137.0,A-300,Medium,Unknown bird - medium
5488,1998-03-31,1998,3,31,Night,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,AMERICAN AIRLINES,150.0,B-757-200,Medium,Unknown bird - medium
5489,1998-04-01,1998,4,1,Night,None,1,Approach,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,,BA-41 JETSTR,Medium,Unknown bird - medium
5490,1998-04-02,1998,4,2,Day,None,1,Approach,New Jersey,TETERBORO AIRPORT,BUSINESS,,LEARJET-35,Medium,Mallard
5491,1998-04-02,1998,4,2,Night,None,1,Descent,Missouri,KANSAS CITY INTL,SOUTHWEST AIRLINES,210.0,B-737-300,Small,Unknown bird - small
5492,1998-04-03,1998,4,3,Night,None,1,Descent,Minnesota,MINNEAPOLIS-ST PAUL INTL,FEDEX EXPRESS,,A-300,Small,Unknown bird - small
5493,1998-04-04,1998,4,4,Dusk,Substantial,4,Take-off run,New York,LAGUARDIA NY,AMERICAN AIRLINES,140.0,MD-82,Large,Canada goose
5494,1998-04-04,1998,4,4,Day,Medium,3,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,,B-767-300,Medium,Unknown bird - medium
5495,1998-04-04,1998,4,4,Day,None,1,Landing Roll,Texas,GEORGE BUSH INTERCONTINENTAL,CONTINENTAL AIRLINES,,DC-9,Medium,Unknown bird - medium
5496,1998-04-04,1998,4,4,Day,None,1,Approach,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,105.0,BA-41 JETSTR,Small,Rock pigeon
5497,1998-04-05,1998,4,5,Night,None,1,Take-off run,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,205.0,B-727-200,Large,Unknown bird - large
5498,1998-04-06,1998,4,6,Night,None,1,Approach,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,MD-90-30,Medium,Unknown bird - medium
5499,1998-04-06,1998,4,6,Night,None,1,Take-off run,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,,B-767,Medium,Unknown bird - medium
5500,1998-04-07,1998,4,7,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,ALOHA AIRLINES,125.0,B-737-200,Small,Pacific golden-plover
5501,1998-04-09,1998,4,9,Night,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,145.0,DC-9-10,Small,Unknown bird - small
5502,1998-04-10,1998,4,10,Night,Minor,2,Approach,Illinois,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,210.0,B-737-300,Small,Unknown bird - small
5503,1998-04-11,1998,4,11,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,170.0,MD-82,Small,Unknown bird - small
5504,1998-04-12,1998,4,12,Day,None,1,Climb,California,MINETA SAN JOSE INTL,SOUTHWEST AIRLINES,200.0,B-737-300,Medium,Unknown bird - medium
5505,1998-04-12,1998,4,12,Night,None,1,Descent,New York,LAGUARDIA NY,US AIRWAYS*,210.0,B-727-200,Small,Unknown bird - small
5506,1998-04-13,1998,4,13,Night,None,1,Climb,Massachusetts,LOGAN INTL,FEDEX EXPRESS,150.0,DC-10-30,Medium,Unknown bird - medium
5508,1998-04-15,1998,4,15,Night,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,DELTA AIR LINES,280.0,B-737-200,Small,Unknown bird - small
5509,1998-04-16,1998,4,16,Day,Minor,2,Climb,California,METRO OAKLAND INTL,BUSINESS,90.0,C-208,Large,Canada goose
5510,1998-04-16,1998,4,16,Day,None,1,Climb,Michigan,DETROIT METRO WAYNE COUNTY ARPT,MESABA AIRLINES,140.0,SAAB-340,Small,Unknown bird - small
5511,1998-04-17,1998,4,17,Day,None,1,Approach,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,138.0,B-737-300,Small,Unknown bird - small
5512,1998-04-18,1998,4,18,Day,Minor,2,Descent,Louisiana,NEW ORLEANS INTL,EXECUTIVE JET AVIATION,,CITATION II,Medium,Unknown bird - medium
5513,1998-04-20,1998,4,20,Dusk,None,1,Approach,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,170.0,CL-RJ100/200,Small,Unknown bird - small
5514,1998-04-22,1998,4,22,Day,None,1,Descent,California,SAN FRANCISCO INTL ARPT,ASTAR AIR CARGO,130.0,B-727-200,Small,Unknown bird - small
5515,1998-04-22,1998,4,22,Day,None,1,Landing Roll,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,,B-737,Small,Unknown bird - small
5516,1998-04-23,1998,4,23,Day,Medium,3,Climb,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,,B-757-200,Small,Unknown bird - small
5517,1998-04-24,1998,4,24,Day,Minor,2,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,180.0,MD-82,Medium,Unknown bird - medium
5518,1998-04-24,1998,4,24,Day,None,1,Take-off run,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,135.0,B-737-500,Small,Unknown bird - small
5519,1998-04-25,1998,4,25,Night,None,1,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,170.0,A-300,Medium,Unknown bird - medium
5520,1998-04-25,1998,4,25,Night,None,1,Descent,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,,B-757-200,Medium,Unknown bird - medium
5521,1998-04-25,1998,4,25,Day,None,1,Climb,Oregon,PORTLAND INTL (OR),HORIZON AIR,,DHC8 DASH 8,Small,Unknown bird - small
5522,1998-04-25,1998,4,25,Night,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,MD-82,Small,Unknown bird - small
5523,1998-04-26,1998,4,26,Day,None,1,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,DELTA AIR LINES,210.0,B-727-200,Small,Unknown bird - small
5524,1998-04-26,1998,4,26,Night,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,,A-320,Small,Unknown bird - small
5525,1998-04-26,1998,4,26,Night,None,1,Descent,Washington,SEATTLE-TACOMA INTL,AMERICA WEST AIRLINES,250.0,A-320,Small,Unknown bird - small
5526,1998-04-27,1998,4,27,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,160.0,MD-83,Small,Unknown bird - small
5527,1998-04-27,1998,4,27,Night,None,1,Climb,California,SACRAMENTO INTL,AMERICA WEST AIRLINES,250.0,B-737-300,Small,Unknown bird - small
5528,1998-04-28,1998,4,28,Night,Medium,3,Approach,Washington,SEATTLE-TACOMA INTL,NORTHWEST AIRLINES,,DC-10,Medium,Unknown bird - medium
5529,1998-04-28,1998,4,28,Day,None,1,Climb,Missouri,LAMBERT-ST LOUIS INTL,AMERICAN AIRLINES,160.0,FOKKER F100,Small,Unknown bird - small
5530,1998-04-28,1998,4,28,Night,None,1,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,230.0,B-737-300,Small,Unknown bird - small
5531,1998-04-29,1998,4,29,Dawn,None,1,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,,A-300,Medium,Unknown bird - medium
5532,1998-04-29,1998,4,29,Night,None,1,Climb,Louisiana,NEW ORLEANS INTL,FEDEX EXPRESS,,B-727,Medium,Unknown bird - medium
5533,1998-04-29,1998,4,29,Night,None,1,Climb,Texas,SAN ANTONIO INTL,SOUTHWEST AIRLINES,210.0,B-737-200,Medium,Unknown bird - medium
5534,1998-04-29,1998,4,29,Night,None,1,Descent,Illinois,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,250.0,B-737-300,Small,Unknown bird - small
5535,1998-04-30,1998,4,30,Day,None,1,Approach,Maryland,BALTIMORE WASH INTL,BUSINESS,,BE-90  KING,Medium,Unknown bird - medium
5536,1998-04-30,1998,4,30,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-727-200,Medium,Unknown bird - medium
5537,1998-04-30,1998,4,30,Night,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,,B-767,Medium,Unknown bird - medium
5538,1998-04-30,1998,4,30,Day,None,1,Take-off run,California,MINETA SAN JOSE INTL,AMERICA WEST AIRLINES,,B-737-300,Small,Unknown bird - small
5539,1998-04-30,1998,4,30,Night,None,1,Approach,Massachusetts,LOGAN INTL,DELTA AIR LINES,135.0,B-737-200,Small,Unknown bird - small
5540,1998-04-30,1998,4,30,Night,None,1,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,,A-300,Small,Unknown bird - small
5541,1998-05-01,1998,5,1,Night,Medium,3,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,UNKNOWN,320.0,B-737-300,Medium,Unknown bird - medium
5542,1998-05-01,1998,5,1,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
5543,1998-05-02,1998,5,2,Day,None,1,Take-off run,Arizona,PHOENIX SKY HARBOR,AMERICA WEST AIRLINES,,B-737-300,Medium,Unknown bird - medium
5544,1998-05-02,1998,5,2,Night,None,1,Approach,Maryland,BALTIMORE WASH INTL,AMERICAN AIRLINES,160.0,B-727-200,Small,Unknown bird - small
5545,1998-05-02,1998,5,2,Night,None,1,Approach,Texas,SAN ANTONIO INTL,AMERICAN AIRLINES,127.0,B-757-200,Small,Unknown bird - small
5546,1998-05-03,1998,5,3,Night,Medium,3,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,DELTA AIR LINES,220.0,B-767,Medium,Unknown bird - medium
5547,1998-05-03,1998,5,3,Day,None,1,Approach,Missouri,KANSAS CITY INTL,SOUTHWEST AIRLINES,133.0,B-737,Small,Unknown bird - small
5548,1998-05-03,1998,5,3,Day,None,1,Approach,Texas,SAN ANTONIO INTL,AMERICAN AIRLINES,140.0,MD-82,Small,Unknown bird - small
5549,1998-05-03,1998,5,3,Dusk,None,1,Take-off run,Arizona,PHOENIX SKY HARBOR,AMERICA WEST AIRLINES,120.0,B-737-300,Small,Unknown bird - small
5550,1998-05-04,1998,5,4,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
5551,1998-05-04,1998,5,4,Night,None,1,Approach,Missouri,KANSAS CITY INTL,AMERICAN AIRLINES,150.0,B-727-200,Medium,Unknown bird - medium
5552,1998-05-04,1998,5,4,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,150.0,B-757-200,Small,Unknown bird - small
5553,1998-05-05,1998,5,5,Day,None,1,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,,B-727,Small,Unknown bird - small
5554,1998-05-05,1998,5,5,Dusk,None,1,Descent,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,250.0,B-737-500,Small,Unknown bird - small
5555,1998-05-06,1998,5,6,Day,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,AIR CANADA,149.0,CL-RJ100/200,Small,Unknown bird - small
5556,1998-05-07,1998,5,7,Day,None,1,Approach,Maryland,BALTIMORE WASH INTL,AMERICAN AIRLINES,145.0,B-727,Medium,Unknown bird - medium
5557,1998-05-07,1998,5,7,Day,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,115.0,C-17A,Medium,Unknown bird or bat
5558,1998-05-07,1998,5,7,Night,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,,MD-88,Medium,Unknown bird - medium
5559,1998-05-08,1998,5,8,Day,None,1,Climb,California,METRO OAKLAND INTL,AMERICAN AIRLINES,160.0,MD-80,Large,Canada goose
5560,1998-05-08,1998,5,8,Day,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,140.0,DC-10-30,Medium,Unknown bird - medium
5561,1998-05-08,1998,5,8,Night,None,1,Landing Roll,New Jersey,TETERBORO AIRPORT,BUSINESS,100.0,CL-601/604,Medium,Mallard
5562,1998-05-08,1998,5,8,Day,None,1,Approach,Colorado,DENVER INTL AIRPORT,UNITED AIRLINES,,B-727,Small,Unknown bird - small
5563,1998-05-08,1998,5,8,Night,None,1,Approach,California,LOS ANGELES INTL,AMERICAN AIRLINES,240.0,B-757-200,Small,Unknown bird - small
5564,1998-05-09,1998,5,9,Day,None,1,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,110.0,FOKKER F100,Small,Unknown bird - small
5565,1998-05-09,1998,5,9,Dusk,None,1,Climb,Tennessee,MEMPHIS INTL,NORTHWEST AIRLINES,140.0,DC-9-30,Small,Unknown bird - small
5566,1998-05-09,1998,5,9,Night,None,1,Descent,California,METRO OAKLAND INTL,FEDEX EXPRESS,250.0,DC-10-30,Small,Unknown bird - small
5567,1998-05-10,1998,5,10,Day,None,1,Take-off run,Ohio,CLEVELAND-HOPKINS INTL ARPT,DELTA AIR LINES,120.0,MD-88,Small,Barn swallow
5568,1998-05-11,1998,5,11,Night,None,1,Approach,Tennessee,NASHVILLE INTL,UNITED AIRLINES,190.0,B-727-200,Large,Unknown bird - large
5569,1998-05-11,1998,5,11,Night,None,1,Approach,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,170.0,B-727-100,Medium,Unknown bird - medium
5570,1998-05-12,1998,5,12,Day,Substantial,4,Take-off run,Illinois,CHICAGO O'HARE INTL ARPT,CONTINENTAL AIRLINES,160.0,B-737-300,Large,Canada goose
5571,1998-05-12,1998,5,12,Dusk,None,1,Climb,Tennessee,MEMPHIS INTL,AMERICAN AIRLINES,140.0,FOKKER F100,Large,Canada goose
5572,1998-05-12,1998,5,12,Day,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,140.0,B-737-300,Medium,Unknown bird - medium
5573,1998-05-12,1998,5,12,Day,None,1,Landing Roll,Pennsylvania,GREATER PITTSBURGH,MILITARY,130.0,KC-135E,Medium,Unknown bird - medium
5574,1998-05-12,1998,5,12,Dusk,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,SOUTHWEST AIRLINES,130.0,B-737-700,Medium,Unknown bird - medium
5575,1998-05-12,1998,5,12,Day,None,1,Approach,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,135.0,B-737-200,Small,Unknown bird - small
5576,1998-05-12,1998,5,12,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,210.0,B-727-200,Small,European starling
5577,1998-05-13,1998,5,13,Day,None,1,Climb,New Jersey,ATLANTIC CITY INTL,MILITARY,,KC-10A,Medium,Unknown bird or bat
5578,1998-05-13,1998,5,13,Day,None,1,Take-off run,New Jersey,ATLANTIC CITY INTL,MILITARY,,KC-10A,Medium,Unknown bird or bat
5579,1998-05-13,1998,5,13,Night,None,1,Approach,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,200.0,BA-31 JETSTR,Small,Unknown bird - small
5580,1998-05-13,1998,5,13,Night,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,US AIRWAYS*,150.0,FOKKER F100,Small,Unknown bird - small
5581,1998-05-14,1998,5,14,Night,None,1,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,FEDEX EXPRESS,170.0,B-727-100,Small,Unknown bird - small
5582,1998-05-16,1998,5,16,Day,Substantial,4,Landing Roll,New York,LAGUARDIA NY,CONTINENTAL AIRLINES,,B-737-300,Large,Canada goose
5583,1998-05-16,1998,5,16,Day,Medium,3,Climb,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,,MD-80,Large,Canada goose
5584,1998-05-16,1998,5,16,Night,None,1,Approach,New Jersey,ATLANTIC CITY INTL,MILITARY,,KC-10A,Medium,Unknown bird - medium
5585,1998-05-17,1998,5,17,Night,None,1,Approach,Missouri,KANSAS CITY INTL,SOUTHWEST AIRLINES,250.0,B-737-200,Small,Unknown bird - small
5586,1998-05-17,1998,5,17,Night,None,1,Approach,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,230.0,B-737-300,Small,Unknown bird - small
5587,1998-05-18,1998,5,18,Night,None,1,Approach,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,131.0,B-737-300,Large,Unknown bird - large
5588,1998-05-18,1998,5,18,Dawn,None,1,Take-off run,Texas,AUSTIN-BERGSTROM INTL,DELTA AIR LINES,,MD-88,Medium,Unknown bird - medium
5589,1998-05-18,1998,5,18,Day,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,NORTHWEST AIRLINES,140.0,DC-9,Medium,Unknown bird - medium
5590,1998-05-18,1998,5,18,Day,None,1,Climb,Utah,SALT LAKE CITY INTL,UNITED AIRLINES,,B-737,Medium,Unknown bird - medium
5591,1998-05-18,1998,5,18,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,155.0,DC-10-30,Small,Unknown bird - small
5592,1998-05-19,1998,5,19,Day,None,1,Approach,Arizona,PHOENIX SKY HARBOR,AMERICA WEST AIRLINES,,A-320,Small,Unknown bird - small
5593,1998-05-19,1998,5,19,Day,None,1,Landing Roll,Massachusetts,LOGAN INTL,US AIRWAYS*,60.0,DC-9-30,Small,Rock pigeon
5594,1998-05-19,1998,5,19,Night,None,1,Landing Roll,Tennessee,MEMPHIS INTL,FEDEX EXPRESS,,A-300,Small,Unknown bird - small
5595,1998-05-20,1998,5,20,Night,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,140.0,DC-10-10,Medium,Unknown bird - medium
5596,1998-05-20,1998,5,20,Night,None,1,Approach,Florida,ORLANDO INTL,SOUTHWEST AIRLINES,210.0,B-737-300,Small,Unknown bird - small
